Date,Adj_Close,Close,High,Low,Open,Volume,Price_fluctuation,Drift,Is_extreme_drift
1960-01-04,59.90999984741211,59.90999984741211,59.90999984741211,59.90999984741211,59.90999984741211,3990000,0.0,,False
1960-01-05,60.38999938964844,60.38999938964844,60.38999938964844,60.38999938964844,60.38999938964844,3710000,0.0,0.008012010406591052,False
1960-01-06,60.130001068115234,60.130001068115234,60.130001068115234,60.130001068115234,60.130001068115234,3730000,0.0,-0.004305320817369784,False
1960-01-07,59.68999862670898,59.68999862670898,59.68999862670898,59.68999862670898,59.68999862670898,3310000,0.0,-0.007317519268090877,False
1960-01-08,59.5,59.5,59.5,59.5,59.5,3290000,0.0,-0.003183089815384288,False
1960-01-11,58.77000045776367,58.77000045776367,58.77000045776367,58.77000045776367,58.77000045776367,3470000,0.0,-0.012268899869518068,False
1960-01-12,58.40999984741211,58.40999984741211,58.40999984741211,58.40999984741211,58.40999984741211,3760000,0.0,-0.00612558461030277,False
1960-01-13,58.08000183105469,58.08000183105469,58.08000183105469,58.08000183105469,58.08000183105469,3470000,0.0,-0.005649683568215935,False
1960-01-14,58.400001525878906,58.400001525878906,58.400001525878906,58.400001525878906,58.400001525878906,3560000,0.0,0.0055096364451752144,False
1960-01-15,58.380001068115234,58.380001068115234,58.380001068115234,58.380001068115234,58.380001068115234,3400000,0.0,-0.00034247358289551943,False
1960-01-18,57.88999938964844,57.88999938964844,57.88999938964844,57.88999938964844,57.88999938964844,3020000,0.0,-0.008393313968855232,False
1960-01-19,57.27000045776367,57.27000045776367,57.27000045776367,57.27000045776367,57.27000045776367,3100000,0.0,-0.010709948841278294,False
1960-01-20,57.06999969482422,57.06999969482422,57.06999969482422,57.06999969482422,57.06999969482422,2720000,0.0,-0.0034922430826057616,False
1960-01-21,57.209999084472656,57.209999084472656,57.209999084472656,57.209999084472656,57.209999084472656,2700000,0.0,0.002453117056195442,False
1960-01-22,57.380001068115234,57.380001068115234,57.380001068115234,57.380001068115234,57.380001068115234,2690000,0.0,0.00297154319809656,False
1960-01-25,56.77999877929688,56.77999877929688,56.77999877929688,56.77999877929688,56.77999877929688,2790000,0.0,-0.01045664478301589,False
1960-01-26,56.86000061035156,56.86000061035156,56.86000061035156,56.86000061035156,56.86000061035156,3060000,0.0,0.001408979090782525,False
1960-01-27,56.720001220703125,56.720001220703125,56.720001220703125,56.720001220703125,56.720001220703125,2460000,0.0,-0.0024621770690405054,False
1960-01-28,56.130001068115234,56.130001068115234,56.130001068115234,56.130001068115234,56.130001068115234,2630000,0.0,-0.010401977078458469,False
1960-01-29,55.61000061035156,55.61000061035156,55.61000061035156,55.61000061035156,55.61000061035156,3060000,0.0,-0.009264216067493725,False
1960-02-01,55.959999084472656,55.959999084472656,55.959999084472656,55.959999084472656,55.959999084472656,2820000,0.0,0.006293804536588121,False
1960-02-02,56.81999969482422,56.81999969482422,56.81999969482422,56.81999969482422,56.81999969482422,3080000,0.0,0.015368131244129835,False
1960-02-03,56.31999969482422,56.31999969482422,56.31999969482422,56.31999969482422,56.31999969482422,3020000,0.0,-0.008799718456273475,False
1960-02-04,56.27000045776367,56.27000045776367,56.27000045776367,56.27000045776367,56.27000045776367,2600000,0.0,-0.0008877705492094101,False
1960-02-05,55.97999954223633,55.97999954223633,55.97999954223633,55.97999954223633,55.97999954223633,2530000,0.0,-0.005153739348998543,False
1960-02-08,55.31999969482422,55.31999969482422,55.31999969482422,55.31999969482422,55.31999969482422,3350000,0.0,-0.011789922343856896,False
1960-02-09,55.84000015258789,55.84000015258789,55.84000015258789,55.84000015258789,55.84000015258789,2860000,0.0,0.009399863713526413,False
1960-02-10,55.4900016784668,55.4900016784668,55.4900016784668,55.4900016784668,55.4900016784668,2440000,0.0,-0.006267880966416395,False
1960-02-11,55.18000030517578,55.18000030517578,55.18000030517578,55.18000030517578,55.18000030517578,2610000,0.0,-0.005586616758227914,False
1960-02-12,55.459999084472656,55.459999084472656,55.459999084472656,55.459999084472656,55.459999084472656,2230000,0.0,0.005074280133170017,False
1960-02-15,55.16999816894531,55.16999816894531,55.16999816894531,55.16999816894531,55.16999816894531,2780000,0.0,-0.005229010463661088,False
1960-02-16,54.72999954223633,54.72999954223633,54.72999954223633,54.72999954223633,54.72999954223633,3270000,0.0,-0.007975324294222208,False
1960-02-17,55.02999877929688,55.02999877929688,55.02999877929688,55.02999877929688,55.02999877929688,4210000,0.0,0.005481440518358527,False
1960-02-18,55.79999923706055,55.79999923706055,55.79999923706055,55.79999923706055,55.79999923706055,3800000,0.0,0.013992376428206388,False
1960-02-19,56.2400016784668,56.2400016784668,56.2400016784668,56.2400016784668,56.2400016784668,3230000,0.0,0.00788534852011269,False
1960-02-23,55.93999862670898,55.93999862670898,55.93999862670898,55.93999862670898,55.93999862670898,2960000,0.0,-0.005334335753988562,False
1960-02-24,55.7400016784668,55.7400016784668,55.7400016784668,55.7400016784668,55.7400016784668,2740000,0.0,-0.0035752047399352227,False
1960-02-25,55.93000030517578,55.93000030517578,55.93000030517578,55.93000030517578,55.93000030517578,3600000,0.0,0.003408658431784506,False
1960-02-26,56.15999984741211,56.15999984741211,56.15999984741211,56.15999984741211,56.15999984741211,3380000,0.0,0.0041122750041366896,False
1960-02-29,56.119998931884766,56.119998931884766,56.119998931884766,56.119998931884766,56.119998931884766,2990000,0.0,-0.0007122670163109968,False
1960-03-01,56.0099983215332,56.0099983215332,56.0099983215332,56.0099983215332,56.0099983215332,2920000,0.0,-0.0019600964441406354,False
1960-03-02,55.619998931884766,55.619998931884766,55.619998931884766,55.619998931884766,55.619998931884766,3110000,0.0,-0.006963031625346505,False
1960-03-03,54.77999877929688,54.77999877929688,54.77999877929688,54.77999877929688,54.77999877929688,3160000,0.0,-0.015102484155323226,False
1960-03-04,54.56999969482422,54.56999969482422,54.56999969482422,54.56999969482422,54.56999969482422,4060000,0.0,-0.003833499254330519,False
1960-03-07,54.02000045776367,54.02000045776367,54.02000045776367,54.02000045776367,54.02000045776367,2900000,0.0,-0.01007878394972228,False
1960-03-08,53.470001220703125,53.470001220703125,53.470001220703125,53.470001220703125,53.470001220703125,3370000,0.0,-0.010181400081448966,False
1960-03-09,54.040000915527344,54.040000915527344,54.040000915527344,54.040000915527344,54.040000915527344,3580000,0.0,0.010660177329554932,False
1960-03-10,53.83000183105469,53.83000183105469,53.83000183105469,53.83000183105469,53.83000183105469,3350000,0.0,-0.0038859933551984582,False
1960-03-11,54.2400016784668,54.2400016784668,54.2400016784668,54.2400016784668,54.2400016784668,2770000,0.0,0.007616567591784529,False
1960-03-14,54.31999969482422,54.31999969482422,54.31999969482422,54.31999969482422,54.31999969482422,2530000,0.0,0.0014748896364651376,False
1960-03-15,54.7400016784668,54.7400016784668,54.7400016784668,54.7400016784668,54.7400016784668,2690000,0.0,0.007731995324046226,False
1960-03-16,55.040000915527344,55.040000915527344,55.040000915527344,55.040000915527344,55.040000915527344,2960000,0.0,0.0054804389452285385,False
1960-03-17,54.959999084472656,54.959999084472656,54.959999084472656,54.959999084472656,54.959999084472656,2140000,0.0,-0.001453521615624065,False
1960-03-18,55.0099983215332,55.0099983215332,55.0099983215332,55.0099983215332,55.0099983215332,2620000,0.0,0.0009097386807392915,False
1960-03-21,55.06999969482422,55.06999969482422,55.06999969482422,55.06999969482422,55.06999969482422,2500000,0.0,0.0010907357775273852,False
1960-03-22,55.290000915527344,55.290000915527344,55.290000915527344,55.290000915527344,55.290000915527344,2490000,0.0,0.003994937750540828,False
1960-03-23,55.7400016784668,55.7400016784668,55.7400016784668,55.7400016784668,55.7400016784668,3020000,0.0,0.008138917625032605,False
1960-03-24,55.97999954223633,55.97999954223633,55.97999954223633,55.97999954223633,55.97999954223633,2940000,0.0,0.004305666604639713,False
1960-03-25,55.97999954223633,55.97999954223633,55.97999954223633,55.97999954223633,55.97999954223633,2640000,0.0,0.0,False
1960-03-28,55.86000061035156,55.86000061035156,55.86000061035156,55.86000061035156,55.86000061035156,2500000,0.0,-0.0021436036596289565,False
1960-03-29,55.77999877929688,55.77999877929688,55.77999877929688,55.77999877929688,55.77999877929688,2320000,0.0,-0.001432184571796391,False
1960-03-30,55.65999984741211,55.65999984741211,55.65999984741211,55.65999984741211,55.65999984741211,2450000,0.0,-0.002151289611166396,False
1960-03-31,55.34000015258789,55.34000015258789,55.34000015258789,55.34000015258789,55.34000015258789,2690000,0.0,-0.005749186052847244,False
1960-04-01,55.43000030517578,55.43000030517578,55.43000030517578,55.43000030517578,55.43000030517578,2260000,0.0,0.0016263128359186307,False
1960-04-04,55.540000915527344,55.540000915527344,55.540000915527344,55.540000915527344,55.540000915527344,2450000,0.0,0.001984495936242947,False
1960-04-05,55.369998931884766,55.369998931884766,55.369998931884766,55.369998931884766,55.369998931884766,2840000,0.0,-0.003060892705081919,False
1960-04-06,56.5099983215332,56.5099983215332,56.5099983215332,56.5099983215332,56.5099983215332,3450000,0.0,0.020588755854065388,False
1960-04-07,56.52000045776367,56.52000045776367,56.52000045776367,56.52000045776367,56.52000045776367,3070000,0.0,0.00017699763807388358,False
1960-04-08,56.38999938964844,56.38999938964844,56.38999938964844,56.38999938964844,56.38999938964844,2820000,0.0,-0.0023000896507844315,False
1960-04-11,56.16999816894531,56.16999816894531,56.16999816894531,56.16999816894531,56.16999816894531,2520000,0.0,-0.0039014226473552682,False
1960-04-12,56.29999923706055,56.29999923706055,56.29999923706055,56.29999923706055,56.29999923706055,2470000,0.0,0.002314421797277255,False
1960-04-13,56.29999923706055,56.29999923706055,56.29999923706055,56.29999923706055,56.29999923706055,2730000,0.0,0.0,False
1960-04-14,56.43000030517578,56.43000030517578,56.43000030517578,56.43000030517578,56.43000030517578,2730000,0.0,0.002309077617707267,False
1960-04-18,56.59000015258789,56.59000015258789,56.59000015258789,56.59000015258789,56.59000015258789,3200000,0.0,0.0028353685370694492,False
1960-04-19,56.130001068115234,56.130001068115234,56.130001068115234,56.130001068115234,56.130001068115234,3080000,0.0,-0.00812862843669071,False
1960-04-20,55.43999862670898,55.43999862670898,55.43999862670898,55.43999862670898,55.43999862670898,3150000,0.0,-0.012292934763513008,False
